Name,Category,Phone,Address,City,Zipcode,Website,AdditionalInfo
North City Oxford (Women’s),Housing Assistance,(206) 440-0417,17512 Corliss Avenue No,Shoreline,98133,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober women. Single and double rooms rented. House is all female. Housing now available for women with children. Children are allowed to visit.
Youthcare - Passages Sand Point Young Adult Transitional Living,Housing Assistance,(206) 985-8343,6622 62nd Ave NE,Seattle,98115,http://www.youthcare.org,"Provides young adults, ages 18-21, with housing, case management, and other support services; maximum stay 18 months."
Compass Cascade Womens Center,Housing Assistance,(206) 357-3150,1205 Thomas St,Seattle,98109,http://www.compasscenter.org,"Offers transitional housing and support services for single homeless women, ages 18 and older; may stay up to 12 months."
Changing Faces Transitional Housing,,,PO Box 3915,Federal Way,98063,,Call or write for availability and information
Chief Seattle Club,,(206) 623-7219,113 Cherry St,Seattle,98104,http://www.chiefseattleclub.org,"Drop-in center provides hygiene facilities, food, clothing, nursing, social time, benefits help for Native Americans and Native Alaskans; 7:00am - 9:00am, Monday through Friday."
Childhaven - Broadway Branch,,(206) 328-5437,316 Broadway,Seattle,98122,http://www.childhaven.org,"Free emergency respite care for children, BIRTH TO 6 YEARS OLD, during family crises or other stressful situations; No DSHS referral needed."
Children's Home Society of Washington,,(206) 695-3200,3300 NE 65th St. PO Box 15190,Seattle,98115,www.childrenshomesociety.org,A specialized foster home that provides comprehensive services to teen mothers (age 14 and up) and their infants/toddlers who would otherwise be homeless.
Church of Mary Magdalene,,(206) 621-8474,811 5th Ave,Seattle,98104,http://www.churchofmarymagdalene.org,"Housing assistance for women and children. Drop-in center for homeless and formerly homeless women and children; Provides showers, laundry, information, move-in assistance, toys, breakfast, and lunch"
Cityteam Ministries,,(206) 352-1300,904 Elliott Ave W.,Seattle,98119,http://www.cityteam.org,"No Sex Offenders. Overnight shelter for single adult men; register for bed at 5:30pm; Enter for chapel service, hot meal and bed by 6:15pm; First 5 nights free, $3.00 thereafter."
Colman Park - Oxford House (Men's),,(206) 527-1084,1907 - 20th Avenue Sout,Seattle,98144,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Housing now available for women with children. Children are allowed to visit. Houses are not generall
Columbia Court,Housing Assistance,(206) 461-3614,728 26th Ave.,Seattle,98122,,Transitional housing for homeless families. Located in the Central District of Seattle.
Common Ground,Housing Assistance,(206) 461-4500,401 Second Ave S Suite,Seattle,98104,http://www.commongroundwa.org,Common Ground's mission is to create and preserve housing for persons with low income and special needs throughout Washington State.
Katherine’s House,Housing Assistance,(253) 850-2517,327 3rd Ave So.,Kent,98032,http://www.ccsww.org,Katherine’s House provides transitional housing and support services for single women exiting the regional justice center.
Community Resources Online,Information Assistance,,,Seattle,,http://www2.ci.seattle.wa.us/crisisclinic/,Community Resources Online (CRO) connects you with up-to-date details on thousands of services in Seattle and King County. Search our database to find the people and programs that can help you.
Church Council Homelessness Project,Housing Assistance,(206) 525-1213,4759 15th Ave NE,Seattle,98105,,Call or write for information and availability
Compass Center,Housing Assistance,(206) 357-3100,77 S. Washington St.,Seattle,98104,http://www.compasscenter.org,"Short term, long term, transitional and low-income housing. $3.00 a night. 75 capacity Waiting list sign up. Administration Hours: Monday through Friday 9:00am - 5:00pm. Client Services: Monday through Friday 9:00am - 3:00pm."
Compassion House,Housing Assistance,(425) 391-3416,165 Front St,Issaquah,98027,,Operates a transitional housing facility for Issaquah-area individuals and families; Makes referrals to support services; One month renewable contracts.
Conejo Counseling and Referral Service,Housing Assistance,,3808 S Angeline Street,Seattle,98118,,"Provides low-income housing for homeless, chronically mentally ill, adult Hispanics/Latinos; substance abusers; and female victims of domestic violence/sexual assault. Also provides a batterer's treatment program; outreach."
Conquest House,Housing Assistance,(206) 246-5263,4617 S. 144th Street,Tukwila,98168,,"Accepts people with a criminal History. No sex offences. Accepts applications from soon to be released people if referred by CCO or attorney. $500.00 admission fee. $1000.00 a month or ability to pay. Limited space for families. AA Meetings, Morning de"
Cooper House,Housing Assistance,,1700 24th Ave. South,Seattle,,,31 Furnished units of affordable housing. Community living environment. Off street parking. Laundry facilities on site. Utilities and basic cable included. Walking distance from shopping. On bus line. Low Income
Cornerstone,Housing Assistance,(206) 760-5599,Correction Connection R 5617 Rainier Av,Seattle,98118,,21 Furnished units of affordable housing. Community living environment. Off street parking. Laundry facilities on site. Walking distance from shopping. On bus line. Low Income
Council House,Housing Assistance,(206) 323-0344,1501 17th Ave.,Seattle,98122,,HUD or subsidized housing for elders or disabled in Seattle. Low Income Disability / Medical
Covington - Oxford (W/C),Housing Assistance,(000) 000-0000,18011 SE 265th Place,Covington,98042,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober women. Single and double rooms rented. House is all female. Housing now available for women with children.
Juanita Oxford (Men’s),Housing Assistance,(425) 820-4737,8420 N.E. 132nd Place,Kirkland,98034,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Children are allowed to visit. Houses are not generally handicapped accessible. Average 30 days sobr
Community Home Ownership Center,Housing Assistance,(206) 587-5641,1000 Second Ave Ste 27,Seattle,98104,http://www.choc-wa.org,"The Community Home Ownership Center (CHOC) is a non-profit, 501 (c)(3) agency that helps low to moderate-income households achieve the dream of homeownership. Through our free, statewide Homeownership Hotline we provide a clearinghouse of infor"
Roots Young Adult Shelter,Housing Assistance,(206) 632-1635,University Temple Unite 1415 NE 43rd St,Seattle,98105,http://roots.udsp.org,"Operates a shelter for young adults, ages 18 - 25 Provides referrals to housing and other resources; Dinner and breakfast; Intake Monday through Saturday 9:00pm - 10:00pm"
Santos Place,Housing Assistance,(206) 529-9224,6940 62nd Ave. NE,Seattle,98115,,"Income at or below 30% area median ($16,350/yr.). Must be homeless by HUD, MOD Rehab standards, 6 months drug free and demonstrate an ongoing commitment to addressing this issue, no history of arson, no crimes against children or sexual assault, no"
Queen Anne Helpline,Housing Assistance,(206) 282-1540,311 W McGraw St,Seattle,98119,http://www.queenannehelpline.org,Provides vouchers for three night' stay at City Team Ministries shelter; single men only.
Randolph Carter Family and Learning Center,Housing Assistance,(206) 328-5774,100 23rd Ave S.,Seattle,98144,,"A multi-service branch of Catholic Community Services that offers assistance in the forms of family support, housing, emergency services, counseling, support for people with disabilities, and youth services. Low Income"
Ratcliff House Work Release,Housing Assistance,(206) 720-3005,1531 13th Ave. South,Seattle,98144,,Call or write for more information and availability Low Income
Rentco Apartments,Housing Assistance,(206) 992-2122,2715 NW 185th St.,Seattle,98117,,Housing for ex-offenders.
Renton Housing Authority,Housing Assistance,(425) 226-1850,2900 NE 10th Street P.O. Box 2316,Renton,98056,http://www.rentonhousing.org/,Call or write for more information and availability
Renton Valley Oxford (Men's),Housing Assistance,(425) 255-2239,3704 Morris Ave. South,Renton,98015,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Children are allowed to visit. Houses are not generally handicapped accessible. Average 30 days sob
Reynolds Work Release,Housing Assistance,(206) 464-6320,410 4th Ave,Seattle,98104,,"CAPACITY: 99 male. The Reynolds Work Release Second Chance program is located in the historical downtown Seattle, Washington area. The King County Courthouse and King County Jail are both within close proximity. Reynolds Work Release is a 99-bed resident"
Ridgecrest Oxford (Men’s),Housing Assistance,(206) 829-9852,16203 - 5th Avenue NE,Seattle,98155,http://www.waoxfordhouse.org/,Oxford House provides independently run residential housing for clean and sober men. Single and double rooms rented. House is all male. Children are allowed to visit. Houses are not generally handicapped accessible. Average 30 days sobr
Providence Hospitality House,Housing Assistance,(206) 322-2107,,Seattle,,,Guests need to be out of the shelter Monday through Friday between the hours of 9:00am - 4:00pm. Provides emergency shelter for homeless women with children. Will not house abused women who are being actively pursued. An emergency shelter for h
Ronald McDonald House Charities,Housing Assistance,(206) 223-6403,Western Washington 5000 40th Ave.,Seattle,98105,http://www.cfd.wa.gov/CharityGuide/ww,Enhancing the lives of seriously ill children and their families through our home-away-from home. We also provide support to other children's organizations through a grants program. Family
Plymouth Housing Group,Housing Assistance,(206) 652-8325,1524 1st Ave,Seattle,98101,http://www.plymouthhousing.org,Transitional housing. Call or write for more information and availability. Family
Rose of Lima House,Housing Assistance,(206) 441-1200,120 Bell St.,Seattle,98121,http://www.rosehouse.org,"Transitional housing for women. A women’s transitional housing program that provides safe community living and support services to 13 homeless single women for up to two years. Services include meals, case management, life skills classes, acce"
S.E. Effective Development Housing Project,Housing Assistance,(206) 760-4265,5117 Rainier Ave S.,Seattle,98118,,Affordable housing. Call or write for more information and availability. Low Income
